danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
medium,high,low,low,low,low,high,147.518,249520,high
medium,high,low,low,low,low,medium,110.368,257187,medium
medium,high,low,low,high,low,medium,136.065,225493,high
high,high,low,low,low,low,high,129.804,121160,high
high,high,low,low,low,low,high,93.941,229827,high
medium,medium,low,medium,low,low,medium,130.271,252613,high
medium,high,low,low,low,low,low,105.435,318587,high
high,high,low,low,low,medium,medium,102.146,266194,medium
medium,medium,low,medium,low,low,low,120.507,244600,medium
medium,low,low,high,low,low,medium,119.93,269560,high
high,high,low,low,low,low,high,166.001,206973,medium
medium,medium,low,medium,low,low,low,76.19,238560,high
medium,high,low,low,low,low,low,147.905,199947,high
medium,high,low,medium,low,low,medium,163.953,234173,high
medium,medium,low,low,low,low,low,104.036,262467,high
medium,high,low,low,low,low,medium,136.991,240133,medium
medium,medium,low,low,low,medium,low,133.973,234040,medium
high,high,low,low,low,low,medium,103.358,207733,medium
medium,high,low,low,low,low,high,185.063,220573,high
medium,high,low,low,low,low,medium,94.003,261427,high
high,high,low,low,low,low,high,110.063,224947,low
low,high,low,low,low,medium,medium,167.172,239173,medium
medium,medium,low,low,low,low,low,104.016,267933,high
medium,high,low,low,low,low,low,113.98,208760,medium
medium,medium,low,low,low,low,medium,93.931,249120,medium
medium,high,low,low,low,low,medium,77.987,244507,high
high,medium,low,low,low,low,medium,111.97,177466,high
medium,medium,low,medium,low,low,medium,73.898,288333,high
medium,medium,low,low,low,low,medium,79.064,259933,high
medium,medium,low,low,low,low,medium,95.986,210200,medium
medium,high,low,low,low,low,medium,124.072,227880,high
medium,high,low,low,low,low,medium,100.975,208467,high
medium,medium,low,low,low,low,medium,173.794,252853,medium
high,high,low,low,low,low,medium,129.027,252307,medium
medium,high,low,low,low,low,medium,79.983,261640,high
high,high,low,low,low,low,high,97.03,216667,low
high,high,low,medium,low,low,high,110.007,199853,high
high,medium,low,low,low,low,high,154.038,218573,medium
medium,high,low,low,low,low,medium,154.746,217760,medium
high,high,low,low,low,medium,medium,127.96,289133,high
medium,high,low,low,low,low,medium,89.342,231480,high
medium,medium,low,low,low,low,medium,121.868,202667,high
high,high,low,medium,low,low,high,110.027,203600,high
medium,medium,low,medium,low,low,low,118.402,228707,high
high,medium,low,medium,low,low,high,97.954,221133,medium
medium,high,low,low,low,low,low,145.944,215027,medium
high,high,low,low,low,low,high,100.002,187840,medium
medium,high,low,low,low,low,high,104.061,193373,medium
medium,medium,low,low,low,low,medium,94.514,256733,high
medium,medium,low,low,low,low,medium,107.849,293960,high
high,high,low,low,low,low,high,112.968,182627,high
medium,high,low,low,low,low,medium,144.982,211493,high
medium,medium,low,low,low,low,low,89.969,253813,low
medium,high,low,low,low,low,medium,142.051,218520,high
high,high,low,low,low,medium,high,95.053,211160,high
medium,high,low,low,low,low,high,116.029,236373,medium
medium,high,low,low,low,low,medium,156.046,204853,medium
medium,high,low,low,low,low,medium,172.984,269373,high
high,high,low,low,low,low,high,127.975,239600,high
high,high,low,low,low,low,medium,104.948,228093,low
medium,low,low,high,low,low,low,141.284,229400,high
high,medium,low,low,medium,low,low,123.889,231920,low
high,high,low,low,low,low,medium,131.0,188960,high
medium,high,low,low,low,low,high,116.012,221920,medium
medium,medium,low,low,low,low,low,107.464,220773,medium
medium,high,medium,low,low,high,medium,161.188,254040,medium
low,high,low,low,low,low,medium,104.545,237027,medium
medium,high,low,low,low,low,high,129.992,204160,high
high,high,low,low,low,low,medium,100.011,259333,medium
low,high,low,low,low,low,low,137.028,230760,high
medium,high,low,low,low,low,high,176.739,201173,high
high,medium,low,low,low,low,high,139.986,201400,high
high,high,low,low,low,low,high,125.011,198053,low
medium,high,low,low,low,low,medium,112.024,209360,medium
medium,medium,low,low,low,low,low,169.951,240040,medium
medium,medium,low,low,low,medium,medium,90.457,175480,medium
medium,high,low,low,low,low,medium,151.994,241853,high
medium,high,low,low,low,low,high,94.01,249627,high
high,medium,low,low,low,low,medium,111.952,180787,medium
medium,high,low,medium,low,low,medium,129.07,241693,high
medium,high,low,low,low,low,medium,104.655,334667,high
medium,high,low,medium,low,low,medium,101.654,204280,high
medium,medium,low,low,low,medium,medium,90.007,249147,medium
medium,medium,low,medium,low,low,low,74.897,252733,low
high,medium,low,high,low,low,medium,79.936,163133,high
medium,high,low,low,low,low,medium,102.878,266600,medium
medium,low,low,high,low,low,medium,205.846,188238,high
low,medium,low,medium,low,high,low,149.622,275320,medium
medium,medium,low,low,low,low,medium,97.469,249840,medium
medium,medium,low,low,low,low,low,111.665,303200,high
medium,high,low,low,low,low,medium,112.96,218013,high
medium,low,low,high,low,high,medium,140.23,285867,medium
medium,low,low,medium,low,low,low,113.464,258307,medium
medium,medium,low,low,low,low,medium,147.082,244333,medium
medium,high,low,high,low,high,medium,112.103,280813,medium
high,medium,low,medium,low,low,low,134.018,242000,high
medium,medium,low,low,low,low,high,130.032,191360,high
medium,medium,low,low,low,low,low,79.086,305093,medium
medium,medium,low,low,low,low,medium,80.401,249173,high
medium,medium,low,low,low,low,low,147.01,245933,medium
high,medium,low,low,low,low,medium,92.018,215173,high
medium,medium,low,low,low,low,medium,129.556,178147,medium
medium,medium,low,low,low,low,medium,172.012,236160,high
medium,high,low,low,low,low,high,116.03,236267,high
medium,high,low,low,low,low,medium,112.027,208600,high
medium,medium,low,medium,low,low,medium,136.526,266533,high
high,high,low,low,low,low,medium,100.012,194240,high
high,high,low,medium,low,low,high,150.04,203653,medium
medium,low,low,low,low,medium,low,133.113,286653,medium
high,medium,low,low,low,low,medium,110.059,207680,high
medium,high,low,low,low,low,medium,139.817,211693,medium
medium,medium,low,low,low,low,medium,191.863,255890,medium
medium,high,low,low,low,low,medium,105.042,206394,medium
high,medium,low,low,low,low,medium,98.034,200816,low
high,high,low,low,low,low,medium,111.921,141542,medium
high,medium,low,medium,low,low,medium,95.029,245666,medium
medium,high,low,low,low,low,medium,90.012,195414,low
medium,high,low,low,low,low,low,138.161,277200,medium
medium,high,low,low,low,medium,medium,139.002,180581,low
high,high,low,low,low,low,medium,116.99,270627,medium
high,high,low,low,low,low,high,130.008,238387,medium
high,high,low,low,low,low,low,104.988,235827,high
high,high,low,low,low,low,medium,107.018,305350,high
medium,high,low,low,low,medium,medium,120.959,199587,low
medium,high,low,low,low,low,high,183.981,154149,low
medium,low,low,high,low,low,low,124.027,257380,high
medium,high,low,low,low,low,medium,170.123,176118,medium
low,high,low,low,low,low,high,155.676,232144,low
medium,high,low,low,low,medium,medium,94.922,252800,low
high,medium,low,low,low,low,medium,102.01,186333,medium
high,high,low,low,low,low,high,104.99,205827,low
medium,medium,low,high,low,medium,medium,159.738,184516,high
high,high,low,low,low,medium,high,125.03,257354,low
medium,high,low,low,low,low,medium,154.161,227739,low
high,medium,low,medium,low,low,low,98.05,280055,medium
medium,medium,low,low,low,low,medium,143.842,266000,low
medium,high,low,low,low,low,high,129.967,144987,low
medium,high,low,low,low,low,low,143.051,203458,low
high,high,low,low,medium,medium,medium,128.004,235134,low
medium,high,low,low,low,low,high,200.671,198094,low
medium,high,low,low,low,low,high,182.106,190674,low
medium,high,low,low,low,low,medium,162.228,158474,medium
low,medium,low,low,low,low,low,109.541,247997,low
low,high,low,low,low,low,medium,123.148,190680,low
low,high,low,low,low,low,medium,194.084,207853,low
medium,high,low,low,low,low,high,114.009,208467,low
medium,high,low,low,low,low,medium,177.926,148333,low
medium,high,low,medium,low,low,medium,81.057,233897,low
low,high,low,low,low,high,medium,169.902,252161,low
medium,high,low,low,low,low,medium,145.462,158320,low
high,medium,low,low,low,low,high,117.992,204684,low
medium,medium,low,low,low,low,medium,133.931,207481,low
medium,high,low,low,low,low,medium,117.162,228507,low
medium,medium,low,low,medium,low,high,118.01,279023,low
medium,high,low,low,low,low,medium,159.91,234375,low
medium,medium,low,low,medium,low,medium,104.971,263447,low
medium,high,low,low,low,low,medium,141.942,233985,low
medium,high,low,low,low,medium,medium,124.843,194390,low
medium,high,low,low,low,low,medium,119.886,180334,low
medium,high,low,low,low,low,high,130.68,154596,low
medium,high,low,low,low,low,medium,96.765,258345,medium
high,high,low,low,low,low,high,134.428,219040,low
high,high,low,low,low,low,medium,94.011,185867,medium
high,high,low,medium,low,medium,high,108.114,213600,medium
medium,medium,low,low,low,low,low,87.09,279240,medium
medium,low,low,high,low,low,low,80.272,233680,medium
medium,medium,low,high,low,low,low,159.246,195400,medium
medium,high,low,low,low,low,high,94.846,243667,low
medium,medium,low,low,low,low,low,81.008,251200,medium
medium,high,low,low,low,low,low,124.113,226680,high
medium,high,low,low,low,low,medium,150.058,196752,low
medium,high,low,low,low,medium,medium,138.057,177974,low
medium,high,low,low,low,low,low,131.007,202605,low
medium,high,low,low,low,low,medium,128.054,190515,low
medium,high,low,low,low,high,high,152.042,183723,low
medium,high,low,low,low,low,low,152.011,205691,low
medium,high,low,low,low,medium,low,128.094,205368,low
high,high,low,low,low,low,medium,132.013,214833,low
medium,high,low,low,medium,medium,low,136.001,338575,low
medium,medium,low,medium,low,low,medium,90.56,198360,medium
medium,high,low,low,low,low,medium,107.023,213453,medium
medium,high,low,low,low,low,high,140.043,247947,high
medium,high,low,low,low,low,medium,96.493,189333,high
medium,low,low,high,low,low,low,76.721,247880,medium
low,medium,low,low,low,low,low,86.26,305747,low
medium,medium,low,high,low,low,medium,130.551,278333,low
high,high,low,low,low,low,high,85.289,235147,medium
medium,high,low,low,low,low,medium,138.158,201693,high
medium,high,low,low,low,low,medium,161.853,192933,medium
medium,high,low,medium,low,low,medium,140.046,233640,high
medium,high,low,low,low,low,medium,119.992,150485,low
medium,high,low,low,low,low,high,78.732,133907,medium
high,high,low,low,low,low,high,138.858,258040,high
high,high,low,low,low,low,high,129.995,241933,medium
low,low,low,high,low,low,low,82.182,161813,low
high,high,low,medium,low,low,high,132.071,137747,medium
medium,low,low,high,low,low,medium,89.646,259920,medium
medium,high,low,low,low,low,medium,86.776,211160,high
high,medium,low,medium,low,low,low,127.904,196280,high
medium,medium,low,medium,low,low,high,67.076,179438,medium
medium,high,low,low,low,low,low,126.548,232080,low
medium,low,low,high,low,low,medium,100.307,182360,high
medium,high,low,medium,low,low,medium,123.821,203240,high
medium,high,low,low,low,low,medium,139.002,230707,medium
medium,medium,low,medium,low,high,low,175.734,216931,low
medium,high,low,medium,low,low,high,169.864,238147,low
low,medium,low,medium,low,low,low,79.942,216947,low
medium,high,low,low,low,low,medium,92.943,185352,medium
medium,high,low,high,low,low,high,162.624,125387,medium
medium,high,low,low,low,low,low,69.972,235600,medium
medium,high,low,low,low,medium,high,180.1,158720,low
medium,medium,low,medium,low,low,medium,104.823,254747,low
medium,high,low,low,low,low,medium,114.452,180267,high
high,high,low,low,low,low,high,111.023,148213,medium
medium,medium,low,low,low,high,medium,82.077,206160,low
medium,high,low,low,low,low,high,65.997,212107,high
high,high,low,low,low,low,high,122.028,195973,high
medium,medium,low,low,low,low,medium,153.687,194973,high
high,high,low,medium,low,low,high,139.695,276413,medium
high,high,low,low,low,low,high,109.917,220200,medium
medium,high,low,medium,low,medium,high,140.023,150953,medium
medium,high,low,medium,low,low,medium,112.067,251489,high
medium,medium,low,low,low,low,medium,169.481,185600,medium
medium,medium,low,medium,low,low,medium,115.144,237333,high
high,medium,low,medium,low,low,high,105.014,218440,high
medium,medium,low,low,low,low,medium,84.383,256000,high
high,medium,low,low,low,low,medium,119.531,292571,medium
high,high,low,low,low,low,medium,100.008,213107,high
medium,high,low,low,low,low,medium,141.064,206424,medium
high,high,low,low,low,medium,high,122.221,187733,low
medium,high,low,low,low,low,medium,124.557,216067,medium
medium,high,low,low,low,medium,medium,135.865,199640,medium
high,medium,low,low,low,low,medium,129.973,182100,medium
medium,high,low,low,low,low,medium,122.002,209208,medium
medium,medium,low,low,low,low,low,143.994,238733,high
high,high,low,low,low,low,high,97.012,216773,low
medium,high,low,low,low,low,high,86.704,187427,high
medium,medium,low,low,low,medium,low,111.732,302080,medium
medium,high,low,low,low,low,medium,128.235,217653,high
high,high,low,low,low,low,high,127.892,163640,medium
high,high,low,low,low,low,high,108.033,248640,high
low,low,low,high,low,low,low,133.802,223187,medium
medium,medium,low,low,low,low,low,151.278,294533,medium
medium,high,low,low,low,low,medium,124.945,280400,high
high,high,low,low,low,medium,medium,101.002,188200,medium
medium,medium,low,high,low,high,low,114.947,140120,low
medium,medium,low,low,low,low,medium,106.081,222957,medium
high,medium,low,high,low,low,medium,106.038,179013,medium
medium,high,low,low,low,low,high,200.015,175880,low
medium,low,low,high,low,low,low,136.703,240166,high
medium,high,low,low,low,low,medium,170.094,186635,high
medium,high,low,low,low,low,medium,141.875,183427,low
medium,high,low,medium,low,medium,high,210.654,198600,low
medium,low,low,high,low,low,medium,77.483,214893,medium
medium,high,low,low,low,low,medium,95.323,263280,medium
low,high,low,low,low,low,medium,155.667,289907,high
medium,high,low,low,low,low,high,114.623,200307,high
high,high,low,low,low,low,high,118.706,199173,medium
high,medium,low,low,low,low,medium,103.965,254493,high
medium,low,low,medium,low,low,low,94.786,223587,low
medium,high,low,low,low,low,high,99.071,219987,medium
medium,high,low,low,low,low,high,110.958,234147,medium
high,high,low,medium,low,low,high,119.003,207493,medium
medium,high,low,high,low,low,high,75.099,126960,medium
medium,high,low,low,low,low,medium,134.854,212509,medium
medium,high,medium,low,low,low,high,124.913,216893,high
medium,high,low,low,low,low,medium,136.943,224592,low
medium,high,low,low,low,low,medium,150.713,186333,medium
high,medium,low,low,low,low,low,128.008,231400,high
high,medium,low,low,low,low,high,113.014,255760,low
medium,high,low,low,medium,low,medium,135.003,224663,medium
low,low,low,high,low,low,low,82.39,261667,low
medium,high,low,low,low,low,high,125.056,205160,low
medium,high,low,medium,low,low,low,170.094,209787,medium
high,high,low,low,low,medium,high,104.007,264813,medium
medium,low,low,medium,low,low,low,113.971,347947,low
medium,high,low,low,low,low,high,141.608,272733,medium
low,low,low,high,low,low,low,136.484,275413,low
high,medium,low,low,low,medium,high,130.078,346840,medium
medium,medium,low,medium,low,low,low,141.896,146720,medium
high,high,low,low,low,low,medium,123.95,326960,medium
medium,high,low,low,low,low,high,126.02,247213,medium
medium,high,low,low,low,low,high,142.984,199720,high
high,medium,low,high,low,low,high,126.818,191000,low
medium,high,low,low,low,low,high,118.062,177973,high
high,medium,low,low,low,low,high,107.531,312627,high
medium,high,low,low,low,low,medium,96.021,202067,high
medium,low,low,high,low,low,low,73.254,256236,medium
high,high,low,medium,low,low,high,117.986,196613,low
high,medium,low,medium,low,low,high,100.016,286973,medium
medium,medium,low,low,low,low,low,82.915,232707,medium
high,medium,low,low,low,low,high,89.268,182400,medium
medium,medium,low,medium,low,low,high,171.878,200200,medium
medium,high,low,low,low,low,high,85.483,213880,medium
medium,high,low,low,low,low,medium,89.338,215747,medium
medium,high,low,low,low,high,high,201.064,240320,medium
medium,medium,low,high,low,high,medium,96.619,263099,medium
medium,medium,low,high,low,low,low,131.555,214560,medium
medium,high,low,low,low,low,medium,88.969,215907,high
high,high,low,low,low,low,high,138.975,190453,low
medium,high,low,low,low,low,high,102.026,268360,high
high,high,low,low,low,low,medium,102.037,257133,high
medium,high,low,low,low,medium,high,130.008,245387,medium
high,high,low,low,low,low,high,118.031,216454,high
high,high,low,low,low,medium,high,130.139,134507,medium
medium,high,low,high,low,medium,medium,137.982,136933,low
medium,high,low,low,low,low,medium,159.145,226160,low
medium,high,low,low,low,low,medium,112.198,213200,medium
high,high,low,medium,low,low,medium,104.066,230813,high
medium,low,low,medium,low,low,low,117.335,241573,low
medium,medium,low,low,low,low,low,106.985,217547,medium
medium,high,low,low,low,low,medium,138.039,197160,high
high,high,low,low,low,low,high,111.989,161347,medium
medium,high,low,low,low,low,high,96.019,175313,low
medium,high,low,low,low,low,high,88.059,244867,high
medium,low,low,high,low,low,low,104.085,224867,medium
high,high,low,low,low,low,high,119.961,246467,high
medium,high,low,medium,low,low,high,139.191,211578,high
medium,medium,low,low,low,low,medium,91.137,287091,medium
medium,high,low,medium,low,low,medium,94.676,241840,high
medium,high,low,high,low,high,medium,120.94,274000,medium
high,high,low,low,low,medium,high,108.674,185107,medium
medium,high,low,low,low,low,medium,199.935,212040,high
high,medium,low,low,low,medium,high,103.649,238800,medium
low,low,low,high,low,low,low,96.155,245013,medium
medium,high,low,low,low,low,medium,100.99,261000,high
high,high,low,low,low,low,high,99.978,200467,high
medium,high,low,low,low,low,low,90.631,217865,low
high,high,low,medium,low,low,medium,113.809,248440,high
low,high,low,low,low,high,medium,80.718,228707,medium
high,medium,low,low,low,low,high,114.988,269667,high
high,medium,low,low,low,low,medium,114.578,202640,high
high,high,low,low,low,medium,medium,97.939,214573,medium
high,high,low,medium,low,low,high,152.011,212763,low
high,high,low,low,low,low,high,123.871,270373,high
medium,high,low,low,low,low,high,144.036,221253,high
high,high,low,low,low,low,high,94.09,272533,high
medium,high,low,low,high,low,high,100.654,267133,low
medium,high,low,low,low,low,medium,123.456,241533,high
high,medium,low,low,low,medium,low,123.948,215413,low
medium,high,low,low,low,low,high,107.015,196200,medium
medium,high,low,low,low,low,low,186.394,199315,medium
medium,high,low,low,low,low,high,184.126,233039,medium
high,high,low,low,low,low,high,113.03,236002,high
high,medium,low,medium,low,low,medium,100.017,217707,high
medium,high,low,low,low,low,medium,107.853,244453,high
high,medium,low,low,low,low,medium,103.967,173987,medium
medium,high,low,low,low,low,low,99.988,205947,high
high,high,low,low,low,medium,high,126.001,204600,medium
medium,medium,low,low,low,medium,low,133.99,195707,high
medium,high,low,low,low,low,medium,144.979,215787,medium
medium,high,low,low,low,low,medium,159.803,208373,high
medium,high,low,low,low,low,high,122.193,161985,low
medium,medium,low,low,low,low,low,168.428,262814,medium
high,medium,low,low,low,low,medium,127.787,200720,low
medium,high,low,low,low,low,high,122.004,173120,medium
medium,medium,low,high,low,low,medium,99.269,211240,high
medium,high,low,low,low,low,medium,83.797,268528,medium
medium,medium,low,low,low,low,low,144.979,227631,medium
high,high,low,low,low,low,high,118.004,224258,high
medium,high,low,low,low,low,low,84.264,210580,high
medium,high,low,low,low,low,medium,87.979,216096,low
medium,high,low,low,low,medium,medium,142.973,192947,medium
medium,high,low,low,low,low,high,80.575,288907,medium
high,high,low,low,low,low,high,119.939,247520,medium
low,high,low,low,low,low,medium,194.169,230227,high
medium,high,low,low,low,low,medium,123.962,222160,high
high,high,low,low,low,low,medium,114.14,247133,medium
high,medium,low,medium,low,low,medium,91.008,192075,medium
medium,high,low,low,low,low,medium,128.038,199080,high
medium,medium,low,low,low,low,medium,138.856,247000,low
medium,high,low,low,low,low,medium,119.991,207095,low
high,high,low,low,low,low,high,112.014,216160,low
high,high,low,low,low,low,high,122.951,235012,medium
medium,low,low,high,low,low,low,147.486,260533,high
high,high,low,low,low,low,medium,119.989,219160,high
medium,medium,low,low,low,low,low,137.972,220883,high
medium,medium,low,low,low,low,low,99.999,221520,high
high,high,low,low,low,low,high,104.998,222041,medium
medium,medium,low,low,low,medium,low,137.865,220253,low
medium,high,low,low,low,low,medium,92.943,185352,medium
medium,medium,low,low,low,low,medium,90.246,217603,high
high,high,low,low,low,low,high,105.003,222041,medium
high,medium,low,medium,low,low,medium,113.965,176347,medium
medium,medium,low,low,low,low,medium,99.968,220781,medium
high,medium,low,low,low,low,high,114.033,255160,medium
high,high,low,low,low,low,high,108.005,203180,medium
high,high,low,low,low,low,high,143.95,196954,low
medium,high,low,low,low,low,medium,170.661,239627,high
medium,high,low,low,low,medium,low,120.004,200480,medium
high,high,low,low,low,low,high,126.01,189127,high
medium,high,low,medium,low,low,high,79.427,184227,high
high,high,low,low,low,low,high,139.091,182667,high
high,high,low,low,low,medium,medium,86.961,263373,low
medium,high,low,low,low,low,medium,126.008,227074,high
high,high,low,low,low,low,medium,95.018,192376,medium
high,high,low,low,low,low,medium,134.922,238747,high
high,medium,low,low,low,low,high,94.992,235613,low
high,low,low,high,low,low,high,68.837,294400,high
medium,high,low,low,low,low,medium,149.982,169801,high
medium,high,low,low,low,low,medium,185.948,227320,medium
high,high,low,low,low,low,low,119.955,208330,medium
medium,low,low,high,low,low,low,135.047,285240,low
high,medium,low,low,low,low,high,108.029,188493,medium
medium,medium,low,high,low,low,low,92.923,216480,high
medium,medium,low,low,low,low,low,150.071,227080,high
high,high,low,low,low,low,medium,100.012,194240,medium
medium,high,low,low,low,medium,high,120.07,207453,low
medium,medium,low,low,low,low,low,95.032,221368,low
high,high,low,medium,low,medium,high,140.013,259293,medium
high,medium,low,low,low,low,high,146.928,205593,medium
high,high,low,medium,low,low,high,122.395,167187,medium
medium,high,low,low,low,low,medium,78.849,197120,medium
medium,medium,low,high,low,low,low,94.952,234474,medium
high,high,low,low,low,low,high,120.027,199728,medium
medium,low,low,high,low,low,low,111.362,198133,medium
medium,medium,low,low,low,low,low,99.855,192800,medium
medium,high,low,low,low,medium,low,137.825,196664,medium
medium,medium,low,medium,low,medium,low,97.055,272378,medium
medium,low,low,high,low,low,low,72.946,319825,low
medium,medium,low,high,low,low,high,101.313,230518,medium
medium,high,low,medium,low,low,medium,104.087,169360,medium
high,high,low,low,low,low,high,75.057,181244,low
medium,medium,low,medium,low,low,low,136.681,239920,medium
medium,medium,low,high,low,low,low,100.739,279453,low
high,high,low,low,low,low,medium,105.932,231493,high
medium,low,low,high,low,low,medium,143.88,152667,medium
medium,high,low,low,low,low,medium,130.121,224333,high
medium,high,low,low,low,low,medium,157.378,354774,medium
medium,low,low,high,low,low,medium,113.375,265827,low
medium,medium,low,medium,low,low,low,144.871,245172,high
medium,high,low,low,low,low,medium,114.919,197627,low
medium,high,low,medium,low,medium,high,150.12,261573,low
medium,medium,low,high,low,low,low,116.855,285160,medium
low,low,low,high,low,low,low,147.797,225733,medium
medium,low,low,high,low,low,low,76.379,238520,high
medium,high,low,low,low,medium,medium,119.946,279500,medium
medium,low,low,high,low,low,low,146.652,263752,low
high,low,low,medium,low,low,medium,132.956,204062,low
medium,low,low,high,low,low,low,143.673,248787,medium
medium,medium,low,high,high,low,medium,130.161,167750,medium
high,high,low,low,low,medium,medium,122.003,212640,high
high,medium,low,low,low,low,medium,120.021,193400,high
high,high,low,medium,low,low,high,110.015,224133,medium
medium,high,low,low,low,low,low,105.935,218693,medium
high,medium,low,medium,low,low,medium,91.024,194453,high
high,medium,low,medium,low,low,medium,100.017,217707,high
high,medium,low,medium,low,medium,high,110.015,190453,high
medium,low,low,high,low,low,low,72.345,260440,medium
medium,high,low,low,low,low,medium,123.909,207668,low
high,high,low,low,low,low,high,118.579,331293,low
high,high,low,low,low,low,medium,114.378,235667,medium
high,high,low,low,low,low,high,92.976,196653,medium
medium,medium,low,low,low,low,low,139.028,285120,high
medium,low,low,high,low,low,low,115.405,251960,medium
medium,medium,low,low,low,low,medium,90.854,205773,medium
medium,medium,low,high,low,low,low,110.969,266078,medium
medium,medium,low,low,low,low,low,76.956,186264,medium
medium,medium,low,high,low,low,low,66.543,217974,medium
high,high,low,low,low,low,high,110.979,232080,low
medium,high,low,low,low,low,medium,130.04,215920,low
medium,medium,low,low,low,low,medium,97.001,212155,low
medium,low,low,high,low,medium,low,116.391,318023,medium
medium,high,low,low,low,medium,low,145.119,140171,medium
medium,medium,low,low,medium,low,medium,110.195,131125,low
medium,medium,low,high,low,low,medium,146.515,253013,low
medium,low,low,medium,low,low,medium,114.719,217747,high
medium,high,low,low,low,low,low,126.06,245040,medium
medium,low,low,high,low,low,medium,80.401,189187,high
medium,high,low,low,low,low,medium,102.951,203733,medium
medium,medium,low,high,low,low,low,109.763,232164,medium
medium,high,low,low,low,low,medium,130.064,205746,high
high,low,low,low,low,low,high,102.02,185787,medium
medium,high,low,low,low,low,medium,177.029,182446,low
medium,high,low,low,low,low,low,199.864,205947,low
medium,low,low,medium,low,low,low,72.097,272080,medium
high,high,low,low,low,low,medium,127.948,194531,medium
medium,medium,low,medium,low,low,medium,102.984,253848,medium
high,high,low,low,low,low,medium,109.946,225240,low
medium,medium,low,medium,low,low,low,90.034,220627,medium
medium,medium,low,low,low,medium,low,139.65,243133,medium
medium,medium,low,low,low,low,low,111.739,306320,low
medium,high,low,low,low,low,medium,139.988,202173,high
high,high,low,low,low,low,high,154.911,213445,medium
high,high,low,low,low,low,medium,94.931,236160,low
low,medium,low,low,low,low,low,167.561,282649,low
high,medium,low,high,low,low,medium,117.973,186146,medium
high,high,low,low,low,low,high,103.976,224653,high
high,high,low,low,low,low,high,128.011,248133,high
medium,low,low,high,medium,low,low,106.022,324136,low
medium,medium,low,low,low,low,low,125.999,300171,low
high,high,low,low,low,high,medium,92.991,237707,high
medium,high,low,low,low,low,medium,145.434,278373,medium
high,high,low,low,low,low,medium,111.995,251467,high
high,high,low,low,low,low,medium,127.96,203133,medium
medium,medium,low,low,low,low,low,93.997,188960,low
low,low,low,high,low,low,low,111.735,150133,medium
medium,low,low,high,low,low,low,92.6,251034,high
high,medium,low,medium,low,low,high,129.062,244973,high
high,high,low,medium,low,low,high,150.029,222800,low
medium,low,low,high,low,low,low,159.873,201936,low
low,high,low,medium,low,low,low,144.671,272292,low
medium,low,low,high,low,low,low,137.905,229400,medium
medium,low,low,high,low,low,medium,110.029,217467,medium
medium,high,low,low,low,low,high,89.99,210960,medium
medium,high,low,low,low,low,medium,128.069,200011,low
medium,medium,low,medium,low,low,medium,162.831,212236,medium
medium,medium,low,medium,low,low,medium,141.082,222235,low
medium,high,low,low,low,low,medium,85.63,196533,low
medium,medium,low,low,low,low,low,124.334,214317,low
medium,medium,low,high,low,low,medium,107.757,183227,low
medium,low,low,high,low,low,medium,112.89,249147,low
low,high,low,low,low,low,medium,157.872,163080,low
medium,medium,low,high,low,low,low,147.266,250427,low
medium,low,low,high,low,low,low,75.089,275965,low
high,medium,low,high,low,low,medium,124.491,208192,low
high,high,low,low,low,low,medium,94.981,199938,high
medium,medium,low,low,low,low,medium,191.863,255890,medium
high,medium,low,low,low,low,medium,97.447,221417,medium
medium,low,low,high,low,low,medium,120.611,210202,medium
high,medium,low,medium,low,low,medium,114.303,191907,high
high,medium,low,low,low,low,medium,131.853,235880,medium
high,high,low,medium,low,low,high,94.769,177733,medium
medium,medium,low,high,low,low,medium,85.043,211467,high
medium,medium,low,low,low,low,low,152.005,224813,medium
medium,low,low,high,low,low,low,127.815,283173,medium
medium,medium,low,high,low,low,low,149.989,248840,low
medium,low,low,high,low,low,low,173.272,235533,low
medium,medium,low,medium,low,low,low,90.483,201072,medium
high,low,low,low,low,low,low,71.988,234866,medium
high,high,low,low,low,low,medium,114.025,207719,high
medium,high,low,medium,low,low,medium,81.897,217307,high
high,high,low,low,low,low,high,125.845,210800,medium
medium,low,low,high,low,low,low,133.936,248554,medium
medium,high,low,low,low,low,medium,122.977,227344,medium
medium,high,low,low,low,low,high,120.008,211460,medium
medium,low,low,high,low,low,low,79.837,224107,medium
medium,high,low,low,low,low,medium,82.49,206982,low
high,medium,low,low,low,low,high,126.977,231693,medium
low,medium,low,medium,low,low,medium,164.267,197813,low
medium,high,low,medium,low,low,medium,167.845,230213,medium
medium,high,low,high,low,low,low,92.025,253043,low
medium,medium,low,low,low,low,high,174.081,250000,low
medium,high,low,low,medium,medium,low,131.009,266107,low
high,medium,low,high,low,low,low,134.607,162920,medium
medium,low,low,high,low,low,medium,146.816,217800,low
medium,low,low,medium,low,low,low,111.075,234965,medium
high,medium,low,medium,low,low,medium,113.634,176347,low
medium,medium,medium,high,low,low,medium,100.418,233720,low
medium,high,low,low,low,medium,medium,156.017,187320,medium
high,high,low,low,low,low,high,130.028,216160,high
low,low,low,high,low,low,low,158.407,282680,medium
medium,medium,medium,low,low,low,medium,139.913,185947,high
medium,high,medium,low,low,low,high,158.777,198237,medium
medium,medium,medium,medium,low,low,medium,113.049,225882,medium
